Marque,Modèle,Année,Kilométrage,Energie,Puissance fiscale,Puissance (ch.din),Cylindrée,Boite vitesse,Catégorie,Prix
audi,a4,2017,210000,essence,8,0,1600,Automatique,Occasion,68000
landrover,rangeroversport,2016,200000,diesel,16,0,3000,Automatique,Occasion,189000
toyota,chr,2018,130000,essence,6,116,1200,Automatique,Occasion,73000
toyota,yarishybride1.5lcvtfrance,2024,0,essence | hybride,4,116,1490,Automatique,Neuf,83800
suzuki,dzire1.2lgl,2024,0,essence,5,85,1197,Manuelle,Neuf,54900
haval,h2,2020,43000,essence,9,143,1497,Automatique,Occasion,66000
kia,sportage,2021,90000,essence,11,177,1600,Automatique,Occasion,95000
dfsk,k01ssimplecabinestd,2024,0,essence,5,58,1000,Manuelle,Neuf,29900
bmw,série7,2007,160000,essence,31,0,4400,Automatique,Occasion,85000
skoda,octavia,2022,70000,essence,8,0,1400,Automatique,Occasion,93000
mercedesbenz,classee,2021,98000,hybride rechargeable diesel,11,194,1998,Automatique,Occasion,228000
gmc,sierra,2022,53000,essence,20,0,2727,Automatique,Occasion,380000
seat,ibiza,2021,68000,essence,6,75,1190,Manuelle,Occasion,62000
iveco,dailysimplecabine,2022,70000,diesel,10,0,3000,Manuelle,Occasion,110000
hyundai,i20,2022,21000,essence,5,0,999,Automatique,Occasion,79000
byd,king1.5ldmi,2024,0,essence | hybride rechargeable,5,187,1498,Automatique,Neuf,105990
toyota,hiluxdoublecabine,2018,214000,diesel,8,0,2398,Manuelle,Occasion,125000
hyundai,tucson,2023,19000,essence,9,0,1599,Automatique,Occasion,129000
renault,modus,2007,230410,essence,5,75,1149,Manuelle,Occasion,22000
hyundai,ioniq558kwh2wdhg,2024,0,electrique,9,166,0,Automatique,Neuf,168950
seat,leonsc,2016,70000,essence,6,110,1198,Manuelle,Occasion,49500
landrover,rangerover4.4v8p530hse,2024,0,essence,43,530,4395,Automatique,Neuf,1054000
greatwall,poer2.0ldiesel4x4,2024,0,diesel,11,163,1996,Manuelle,Neuf,115900
bmw,x5,2018,214000,diesel,13,0,1995,Automatique,Occasion,170000
skoda,octavia1.4tsibvaessence,2024,0,essence,8,150,1395,Automatique,Neuf,119980
volkswagen,golf8,2021,70000,essence,7,0,1500,Manuelle,Occasion,94000
volkswagen,golf6,2010,365000,diesel,5,0,1598,Manuelle,Occasion,39000
bmw,série5,2014,182000,essence,9,0,1600,Automatique,Occasion,75000
citroën,jumpycombi,2017,273000,diesel,6,0,1600,Manuelle,Occasion,42000
kia,carens,2014,240000,diesel,8,136,1685,Automatique,Occasion,47000
kia,sportage,2015,143000,diesel,10,0,1998,Automatique,Occasion,97000
audi,q2,2018,78000,essence,7,0,999,Automatique,Occasion,104900
porsche,cayenne,2013,95000,essence,21,300,3598,Automatique,Occasion,153000
peugeot,landtreksimplecabine,2023,45000,diesel,6,0,1910,Manuelle,Occasion,78000
audi,q72.0ltfsiquattrobvasline7places2021,2024,0,essence,16,252,1984,Automatique,Neuf,445000
volvo,xc902.0lultimatebrightmy2024,2024,0,essence | hybride léger,15,250,1969,Automatique,Neuf,375900
citroën,ds3,2010,290000,essence,5,0,4000,Manuelle,Occasion,24000
landrover,rangeroverevoque,2020,84000,diesel,11,0,2000,Automatique,Occasion,218000
kia,sportage,2019,119000,diesel,7,0,1599,Automatique,Occasion,98000
mercedesbenz,glccoupe2004maticamg,2024,0,essence | hybride léger,12,204,1999,Automatique,Neuf,356000
toyota,hiluxdoublecabine,2024,7000,diesel,9,0,2799,Manuelle,Occasion,290000
mercedesbenz,ml,2010,127000,essence,19,272,3500,Automatique,Occasion,75000
suzuki,ciaz1.5glxbva,2024,0,essence,6,105,1462,Automatique,Neuf,73900
mazda,bt50,2019,154000,diesel,9,0,2198,Manuelle,Occasion,65000
renault,fluence,1992,217000,diesel,6,110,4000,Manuelle,Occasion,35000
mercedesbenz,classec,2022,7300,essence,9,170,1500,Automatique,Occasion,230000
audi,a3berline,2019,50000,essence,6,0,1000,Automatique,Occasion,85000
audi,q5,2019,170000,diesel,12,0,2000,Automatique,Occasion,165000
mercedesbenz,classec,2013,56000,essence,9,156,1000,Automatique,Occasion,88000
bmw,x4,2019,110000,essence,16,252,1998,Automatique,Occasion,230000
landrover,rangeroverevoque,2015,150000,diesel,10,241,1998,Automatique,Occasion,122000
renault,symbol,2022,111000,essence,5,75,1198,Manuelle,Occasion,37500
mitsubishi,l200simplecabine,2009,500000,diesel,8,0,2477,Manuelle,Occasion,24000
mazda,cx9,2017,70000,essence,15,230,2498,Automatique,Occasion,119000
peugeot,207,2012,112000,essence,5,0,1400,Manuelle,Occasion,28500
volkswagen,amarok,2012,370000,diesel,7,0,1799,Manuelle,Occasion,49000
volkswagen,golf7,2019,120000,essence,5,0,1200,Automatique,Occasion,57000
mg,zs,2021,110000,essence,7,106,1493,Manuelle,Occasion,58000
mercedesbenz,classea,2019,141000,diesel,7,136,1300,Automatique,Occasion,119000
mercedesbenz,classeaberline,2020,100000,essence,6,116,1500,Automatique,Occasion,132000
bmw,x118isdrivexline,2024,0,essence,9,156,1499,Automatique,Neuf,213900
ford,focus,2015,200000,essence,6,0,1000,Manuelle,Occasion,40000
mazda,cx5,2017,190000,essence,9,165,2000,Automatique,Occasion,62000
suzuki,swift,2018,90000,essence,5,85,1200,Manuelle,Occasion,33800
peugeot,508gtline,2020,115000,essence,9,0,1600,Automatique,Occasion,116000
seat,ibiza,2020,87000,essence,6,0,1598,Manuelle,Occasion,63500
renault,megane,2021,148000,diesel,5,0,1498,Manuelle,Occasion,59500
kia,sportage,2015,207991,diesel,11,136,2000,Automatique,Occasion,60000
kia,xceed,2023,35000,essence,9,0,1482,Automatique,Occasion,110000
fiat,linea,2015,140000,essence,6,77,1400,Manuelle,Occasion,28000
hyundai,grandi10,2021,43000,essence,4,0,999,Manuelle,Occasion,41900
bmw,x2,2020,74000,essence,8,0,1500,Automatique,Occasion,132000
volkswagen,golf8,2021,70000,essence,8,0,0,Automatique,Occasion,125000
skoda,kamiq1.0ltsidsgmontecarlo,2024,0,essence,6,116,999,Automatique,Neuf,109980
peugeot,508,2019,137000,essence,8,0,1600,Automatique,Occasion,83000
citroën,c3,2019,62000,essence,6,0,1198,Automatique,Occasion,47500
volkswagen,passat,2012,248000,diesel,5,105,1600,Manuelle,Occasion,44000
seat,leon1.4tsifr,2024,0,essence,8,150,1395,Automatique,Neuf,118980
mercedesbenz,classec,2014,160000,essence,9,156,1599,Automatique,Occasion,99000
bmw,série3,2012,180000,essence,7,0,1000,Manuelle,Occasion,41000
ssangyong,tivoli,2018,4700,essence,7,128,1600,Automatique,Occasion,65000
chery,tiggo7pro,2021,60000,essence,9,147,1498,Automatique,Occasion,75000
landrover,rangerovervelar,2020,90000,essence,11,0,0,Automatique,Occasion,295000
citroën,c3,2019,58000,essence,5,0,1199,Manuelle,Occasion,44500
hyundai,grandi10,2021,57000,essence,4,65,1000,Manuelle,Occasion,39800
volkswagen,golf7,2018,83000,essence,4,0,1000,Manuelle,Occasion,72000
mercedesbenz,classee,2022,9000,essence,9,0,1600,Automatique,Occasion,245000
hyundai,grandi10,2022,77061,essence,4,65,998,Manuelle,Occasion,43500
peugeot,partner,2021,95000,diesel,5,0,1600,Manuelle,Occasion,48000
ds,3,2012,93000,essence,7,150,1600,Automatique,Occasion,30000
citroën,ds5,2012,205000,diesel,6,0,1598,Automatique,Occasion,43000
kia,sportage,2015,176000,essence,8,132,1598,Automatique,Occasion,79000
opel,combocargo,2023,28080,diesel,5,0,900,Manuelle,Occasion,58500
volkswagen,golf7,2017,110000,essence,5,110,1200,Manuelle,Occasion,59000
ford,f250,2005,90000,diesel,24,0,0,Automatique,Occasion,75500
kia,picanto,2021,91000,essence,5,0,1198,Automatique,Occasion,45000
hyundai,tucsonhybride,2021,109000,hybride diesel,7,0,1598,Automatique,Occasion,120000
skoda,fabia,2017,127000,essence,4,75,999,Manuelle,Occasion,35000
volkswagen,golf7,2016,75000,essence,13,0,1999,Automatique,Occasion,110000
nissan,patrol,2006,359000,diesel,12,0,3000,Manuelle,Occasion,66000
bmw,série5,2019,30000,essence,10,0,0,Automatique,Occasion,225000
peugeot,505,1995,350000,diesel,9,0,2500,Manuelle,Occasion,5000
kia,optima,2012,206000,essence,10,0,1998,Automatique,Occasion,44000
mini,5portes,2021,18000,essence,7,136,1500,Automatique,Occasion,135000
bmw,x6,2007,146000,essence,22,0,3498,Automatique,Occasion,65000
fiat,doblo,2016,235000,diesel,5,90,1248,Manuelle,Occasion,18000
audi,a5sportback,2018,119000,essence,8,150,1395,Automatique,Occasion,107000
ssangyong,tivoli,2018,235000,essence,8,0,1598,Automatique,Occasion,48000
peugeot,2008,2021,100000,diesel,6,0,1200,Manuelle,Occasion,80000
citroen,c3populaire1.2l,2024,0,essence,4,75,1199,Manuelle,Neuf,34626
toyota,chr,2017,155000,essence,6,0,1200,Automatique,Occasion,69000
hyundai,tucson,2022,40000,essence,10,180,1599,Automatique,Occasion,147000
porsche,macan,2015,120000,essence,23,0,3000,Automatique,Occasion,178000
bmw,série5,2020,142000,essence,10,170,1597,Automatique,Occasion,145000
porsche,cayenne,2022,15000,hybride essence,22,0,3000,Automatique,Occasion,510000
peugeot,partner,2020,122490,diesel,5,0,1560,Manuelle,Occasion,42500
kia,sportage,2018,156000,essence,8,0,1591,Automatique,Occasion,78500
bmw,ix1xdrive30packm,2024,0,electrique,8,313,0,Automatique,Neuf,224900
ford,transitvan2.2ld330ml2h2,2024,0,diesel,7,125,2198,Manuelle,Neuf,91500
mazda,3,2017,124000,essence,6,0,1500,Manuelle,Occasion,49500
mazda,3,2017,103000,essence,6,0,1400,Manuelle,Occasion,56000
bmw,série4coupé,2021,140000,essence,7,0,1000,Automatique,Occasion,130000
nissan,juke,2024,6000,essence,6,0,1000,Automatique,Occasion,92500
ford,ranger,2014,248000,diesel,7,0,0,Manuelle,Occasion,55000
peugeot,408,2024,15000,essence,13,150,1598,Automatique,Occasion,150000
mercedesbenz,classee,2018,167000,essence,9,0,1600,Automatique,Occasion,145000
audi,q3,2016,95000,essence,8,0,1400,Automatique,Occasion,84000
ford,fiesta,2010,167000,essence,5,0,1100,Manuelle,Occasion,28000
mercedesbenz,classec,2014,207000,essence,8,156,1800,Automatique,Occasion,78000
renault,megane,2020,93000,diesel,5,0,1498,Manuelle,Occasion,58000
hyundai,tucsonhybride,2022,120000,hybride essence,10,0,2000,Automatique,Occasion,138000
mg,zs,2022,20000,essence,7,0,1599,Automatique,Occasion,72000
bmw,série5,2012,300000,diesel,10,272,1995,Automatique,Occasion,79000
volkswagen,golf7,2019,169452,essence,6,110,1000,Automatique,Occasion,69000
renault,clio,2014,172000,essence,5,75,899,Manuelle,Occasion,40000
citroën,jumper,2012,350000,diesel,7,0,1600,Manuelle,Occasion,27000
bmw,série5,2018,100000,essence,10,211,1998,Automatique,Occasion,148000
mercedesbenz,classes,2020,40000,hybride essence,32,435,3000,Automatique,Occasion,450000
hyundai,kona1.6ltgdi7dct4wdnline,2024,0,essence,11,200,1598,Automatique,Neuf,150000
bmw,serie7740ilaunchedition,2024,0,essence | hybride léger,26,381,2998,Automatique,Neuf,782900
mahindra,kuv100,2019,50000,essence,5,0,1200,Manuelle,Occasion,29500
citroën,berlingo,2020,73262,diesel,7,0,1599,Manuelle,Occasion,89000
cupra,leon1.4tsi,2024,0,essence,8,150,1395,Automatique,Neuf,131980
mercedesbenz,gla,2017,201000,essence,7,0,1600,Automatique,Occasion,83000
mercedesbenz,classee,2012,250000,diesel,10,170,2200,Automatique,Occasion,70000
audi,a4,2018,230000,essence,8,0,1400,Automatique,Occasion,72000
honda,city,2018,210000,essence,7,120,1500,Automatique,Occasion,40000
mahindra,kuv100,2022,79000,essence,5,0,1198,Manuelle,Occasion,36000
landrover,defender3.0lp400s,2024,0,essence | hybride léger,29,400,2996,Automatique,Neuf,364200
mazda,3,2019,165000,essence,6,0,1500,Manuelle,Occasion,56000
volkswagen,golf7,2016,26043,essence,7,140,1400,Manuelle,Occasion,75000
mercedesbenz,cls,2011,250000,diesel,10,204,3000,Automatique,Occasion,85000
hyundai,tucson,2024,0,essence,10,150,1598,Automatique,Occasion,168000
landrover,rangeroversport,2015,96000,essence,24,0,3000,Automatique,Occasion,208000
ford,ka,2009,185000,essence,4,0,1198,Manuelle,Occasion,21900
porsche,cayenne,2009,212000,essence,30,0,0,Automatique,Occasion,78000
ford,fusion,2016,290000,essence,9,0,1500,Manuelle,Occasion,44000
seat,leon,2014,72000,essence,5,110,1197,Manuelle,Occasion,52000
bmw,série3,2014,201000,essence,7,0,1598,Automatique,Occasion,69000
bmw,série1,2012,251000,essence,7,136,1596,Manuelle,Occasion,36500
toyota,chr,2021,47000,essence,6,0,1198,Automatique,Occasion,89000
mercedesbenz,classec,2012,220000,diesel,7,136,2143,Manuelle,Occasion,68000
mercedesbenz,glccoupé,2021,47000,hybride rechargeable essence,12,211,2000,Automatique,Occasion,260000
mazda,bt50,2015,162000,diesel,9,0,2200,Manuelle,Occasion,65500
kia,sportage,2018,132000,diesel,10,178,1999,Automatique,Occasion,110000
nissan,qashqai,2011,147000,essence,9,0,1999,Automatique,Occasion,43000
jeep,compass,2020,76000,essence,11,0,1000,Automatique,Occasion,95000
mercedesbenz,classeaberline200progressivesept23,2024,0,essence,9,163,1332,Automatique,Neuf,160000
mercedesbenz,200,2016,180000,diesel,7,0,6999,Automatique,Occasion,98000
haval,jolion,2023,42000,essence,9,143,1500,Automatique,Occasion,132000
audi,a3sportback,2018,100000,essence,6,0,1197,Manuelle,Occasion,67500
kia,rio5p,2015,98000,essence,5,0,1248,Manuelle,Occasion,45000
volkswagen,amarok,2017,215000,diesel,7,0,2000,Automatique,Occasion,94000
volkswagen,amarok,2016,180000,diesel,7,0,0,Manuelle,Occasion,87000
mg,gs,2017,100000,essence,13,220,0,Automatique,Occasion,61000
porsche,cayenne,2008,207000,essence,21,0,3600,Automatique,Occasion,68000
volkswagen,golf6,2012,252000,diesel,5,0,1598,Automatique,Occasion,42000
hyundai,i20,2015,245000,essence,4,0,1197,Manuelle,Occasion,32000
audi,a5sportback,2019,120000,essence,8,0,1799,Automatique,Occasion,109000
geely,monjaro2.0lturbo4wdgfplus,2024,0,essence,14,238,1969,Automatique,Neuf,235000
fiat,500,2018,108000,essence,4,0,1242,Manuelle,Occasion,40800
renault,clio,2021,120000,essence,5,0,1200,Manuelle,Occasion,45000
audi,q3,2021,77986,hybride rechargeable essence,8,0,1498,Automatique,Occasion,175000
chevrolet,captiva,2010,184000,diesel,10,150,1969,Automatique,Occasion,40000
mg,51.5lconfortplus,2024,0,essence,6,120,1498,Manuelle,Neuf,67450
chevrolet,groove1.5lpremier2022,2024,0,essence,6,106,1485,Automatique,Neuf,85825
suzuki,fronx1.5lbvaglx,2024,0,essence,6,105,1462,Automatique,Neuf,91900
suzuki,celeriopopulaire,2022,36000,essence,4,68,998,Manuelle,Occasion,38000
mercedesbenz,classee,2009,300000,essence,11,184,1800,Automatique,Occasion,59500
suzuki,jimny1.5lgl4x4,2024,0,essence,6,102,1462,Manuelle,Neuf,99900
suzuki,vitara,2017,183000,essence,6,0,1598,Automatique,Occasion,59000
mercedesbenz,classec,2018,125000,essence,8,156,1598,Automatique,Occasion,116000
kia,sportage,2023,40000,hybride essence,10,0,1999,Automatique,Occasion,149000
bmw,série1,2017,59000,essence,7,136,899,Automatique,Occasion,69000
citroën,c4cactus,2019,146000,diesel,5,0,1598,Manuelle,Occasion,58000
audi,q5,2013,157000,diesel,10,0,2000,Automatique,Occasion,89000
alfaromeo,giulietta,2019,37000,essence,7,0,1399,Automatique,Occasion,77000
haval,h6,2019,55000,essence,9,143,0,Automatique,Occasion,85000
bmw,serie5520ilounge,2024,0,essence | hybride léger,11,208,1999,Automatique,Neuf,293900
mitsubishi,attrage,2021,40000,essence,4,0,900,Manuelle,Occasion,38700
volkswagen,polo,2020,70000,essence,5,75,1000,Manuelle,Occasion,64500
volkswagen,golf7,2019,40000,essence,5,0,1200,Manuelle,Occasion,74000
ford,focus,2020,60000,essence,6,125,1000,Automatique,Occasion,75000
seat,leon,2019,165000,essence,6,0,1200,Manuelle,Occasion,59000
mercedesbenz,classea,2017,134000,essence,6,0,1800,Manuelle,Occasion,75000
mercedesbenz,classeg,2010,168000,diesel,16,211,3000,Automatique,Occasion,350000
toyota,corolla,2022,32000,essence,6,116,1197,Automatique,Occasion,76000
toyota,prado2.8ltxbva,2024,0,diesel,11,204,2755,Automatique,Neuf,342000
bmw,série3,2016,152000,essence,7,0,1499,Automatique,Occasion,85000
fiat,punto,2015,216000,essence,4,69,1200,Manuelle,Occasion,29000
mercedesbenz,cla,2020,150000,essence,9,0,1799,Manuelle,Occasion,129000
volkswagen,scirocco,2010,200000,essence,7,160,1400,Manuelle,Occasion,40000
dongfeng,rich62.5turbodiesel4x4toutesoptions,2024,0,diesel,8,140,2498,Manuelle,Neuf,112900
toyota,landcruiser794.2ldiesel4x4simplecabine,2024,0,diesel,11,130,4164,Manuelle,Neuf,144800
volkswagen,cc,2015,120000,essence,10,152,1800,Automatique,Occasion,65000
peugeot,208,2013,145000,essence,7,156,1600,Manuelle,Occasion,28500
citroen,berlingomultispace1.6lhdi,2024,0,diesel,5,92,1560,Manuelle,Neuf,103900
renault,clio,2000,171356,essence,4,75,999,Manuelle,Occasion,22000
landrover,rangerovervelar,2021,85000,essence,16,0,1000,Automatique,Occasion,240000
landrover,rangeroverevoque,2016,180000,essence,15,0,2000,Automatique,Occasion,105000
audi,q8sportbacketron55equattrosline,2024,0,electrique,12,408,0,Automatique,Neuf,349000
mitsubishi,eclipsecross1.5tmiveccvt,2024,0,essence,8,150,1499,Automatique,Neuf,107000
bmw,série7,2008,220000,essence,22,0,0,Automatique,Occasion,55000
mg,zs,2021,75000,essence,7,0,1500,Automatique,Occasion,75000
haval,h6,2022,11000,essence,8,150,1498,Automatique,Occasion,126000
mercedesbenz,cla,2014,96000,essence,8,156,1332,Automatique,Occasion,82000
kia,rioberline,2018,138000,essence,5,0,1248,Manuelle,Occasion,39500
volkswagen,arteon,2021,80000,hybride rechargeable essence,8,340,1500,Automatique,Occasion,220000
peugeot,207,2011,290000,diesel,6,70,4000,Manuelle,Occasion,27500
iveco,dailysimplecabine,2022,1470,diesel,10,0,2998,Manuelle,Occasion,130000
mercedesbenz,gla,2022,10730,hybride rechargeable essence,8,158,1400,Automatique,Occasion,235000
mini,3portes,2009,200000,essence,5,0,1400,Manuelle,Occasion,29000
bmw,série1,2019,200000,essence,7,0,1499,Automatique,Occasion,75000
kia,picanto,2022,90000,essence,5,84,1200,Manuelle,Occasion,42900
geely,gx3,2022,90000,essence,6,0,1498,Manuelle,Occasion,58000
porsche,cayennecoupe3.0v6tiptronicsehybrid2024,2024,0,essence | hybride rechargeable,20,304,2995,Automatique,Neuf,615000
mercedesbenz,glc,2017,142000,essence,12,211,2000,Automatique,Occasion,153000
dongfeng,ax4,2022,33000,essence,7,0,1598,Manuelle,Occasion,59500
peugeot,2008,2021,30000,essence,7,130,1200,Manuelle,Occasion,92000
mercedesbenz,classec,2019,94000,diesel,6,136,1600,Automatique,Occasion,116000
mg,rx8,2023,24000,essence,16,0,2000,Automatique,Occasion,135000
volkswagen,golf7,2019,170000,essence,6,110,1200,Automatique,Occasion,57000
honda,city,2018,138000,essence,7,120,1497,Automatique,Occasion,43500
seat,leon1.4tsidynamic2021,2024,0,essence,8,150,1395,Automatique,Neuf,99980
chevrolet,cruze,2019,180000,essence,7,0,1598,Manuelle,Occasion,36500
kia,sportage,2018,150000,essence,8,132,1598,Automatique,Occasion,76000
bmw,série3,2019,120000,essence,7,0,1500,Automatique,Occasion,90000
renault,arkana,2022,73000,hybride essence,5,94,1600,Automatique,Occasion,89000
fiat,doblo,2021,30000,diesel,5,0,1298,Manuelle,Occasion,43000
bmw,x1,2024,12235,hybride rechargeable essence,8,136,1499,Automatique,Occasion,200000
citroën,c3,2019,90000,essence,4,0,1200,Manuelle,Occasion,44500
renault,megane,2020,160000,essence,5,130,1198,Automatique,Occasion,52000
mercedesbenz,classee,2015,180000,essence,10,184,1998,Automatique,Occasion,115000
volkswagen,golf7,2019,180000,essence,5,0,1199,Automatique,Occasion,64000
jaguar,xjl,2014,51500,essence,16,0,1999,Automatique,Occasion,150000
citroën,ds3,2010,160000,essence,5,95,1397,Manuelle,Occasion,27000
volkswagen,golf7,2019,64000,essence,6,0,1200,Automatique,Occasion,74000
kia,rio5p,2019,68954,essence,5,84,1200,Manuelle,Occasion,54000
honda,city1.5lcvtlxsport2023,2024,0,essence,6,120,1498,Automatique,Neuf,81490
mercedesbenz,classec,2021,60000,essence,10,184,1600,Automatique,Occasion,174000
bmw,x2,2020,75000,essence,8,0,1499,Automatique,Occasion,134000
volkswagen,amarok,2012,198000,diesel,7,0,1998,Manuelle,Occasion,57000
hyundai,tucsonhybride,2021,51000,hybride diesel,7,0,1600,Automatique,Occasion,145000
kia,sportage,2017,140000,diesel,10,0,2000,Automatique,Occasion,105000
volkswagen,polosedan,2021,150000,essence,5,0,1400,Manuelle,Occasion,46500
bmw,série1,2015,144000,essence,7,136,1598,Automatique,Occasion,55000
nissan,juke,2015,160000,essence,7,117,1566,Automatique,Occasion,39500
mercedesbenz,gla,2022,30000,hybride rechargeable essence,8,158,1598,Automatique,Occasion,182000
mercedesbenz,classec,2019,120000,essence,8,0,2000,Automatique,Occasion,110000
kia,sportage,2018,140000,diesel,10,185,2000,Automatique,Occasion,118000
mg,hs,2020,80000,essence,10,162,1500,Automatique,Occasion,78000
volvo,xc60,2022,18000,essence,15,0,2000,Automatique,Occasion,227000
hyundai,kona,2021,30000,hybride essence,6,105,1599,Manuelle,Occasion,79000
peugeot,2008,2014,96000,essence,5,0,1000,Manuelle,Occasion,40000
citroën,c3,2019,119000,essence,4,82,1200,Manuelle,Occasion,34500
peugeot,2008,2017,93000,essence,5,110,1200,Manuelle,Occasion,48000
faw,besturnx401.6l,2024,0,essence,6,110,1598,Automatique,Neuf,84900
landrover,rangeroversport,2021,60000,hybride rechargeable essence,19,400,3000,Automatique,Occasion,385000
toyota,chr,2019,160000,essence,6,116,1200,Automatique,Occasion,70000
landrover,rangeroversport,2015,190000,essence,24,0,3000,Automatique,Occasion,200000
porsche,macan,2022,22000,essence,17,265,1984,Automatique,Occasion,360000
mitsubishi,l200sportero,2022,35000,diesel,8,0,2450,Automatique,Occasion,152000
audi,q3,2022,3000,essence,9,0,1998,Automatique,Occasion,165000
fiat,5001.2lbvacultclub,2024,0,essence,4,69,1242,Automatique,Neuf,70500
mercedesbenz,glccoupé,2022,6600,essence,12,204,2000,Automatique,Occasion,360000
audi,a3berline,2017,110000,essence,7,110,1200,Automatique,Occasion,71000
citroën,ds5,2016,160000,essence,9,0,1598,Automatique,Occasion,42000
volkswagen,tiguan,2018,112000,essence,8,0,7000,Automatique,Occasion,88000
wallyscar,719,2023,86573,essence,7,115,1600,Manuelle,Occasion,47075
skoda,scala1.0ltsidsgmontecarlo,2024,0,essence,6,116,999,Automatique,Neuf,107980
mg,gt1.5tsport7dct,2024,0,essence,9,160,1498,Automatique,Neuf,95450
bmw,x218isdrivepackm,2024,0,essence,8,156,1499,Automatique,Neuf,224900
mercedesbenz,cla,2014,163000,essence,7,0,1599,Automatique,Occasion,81000
kia,rio5p,2021,60000,essence,5,84,1200,Manuelle,Occasion,65000
bmw,série5,2020,40000,essence,10,184,1000,Automatique,Occasion,170000
mazda,cx5,2019,63000,essence,9,154,2000,Automatique,Occasion,115000
audi,a4,2018,45000,essence,8,150,1395,Automatique,Occasion,115000
audi,a435tfsistronicbusinesslineplus,2024,0,essence,8,150,1984,Automatique,Neuf,198000
mercedesbenz,classeecoupé,2011,160000,essence,11,204,899,Automatique,Occasion,62000
seat,arona,2020,43000,essence,6,0,1598,Automatique,Occasion,75000
mahindra,pickupsc,2021,120000,diesel,7,0,2123,Manuelle,Occasion,39000
mini,5portes,2014,75000,essence,5,0,1200,Manuelle,Occasion,58000
peugeot,3008,2017,105000,essence,9,165,1600,Automatique,Occasion,71000
ford,ranger,2011,290000,diesel,9,156,2499,Manuelle,Occasion,65000
bmw,série1,2022,40000,essence,7,0,1500,Automatique,Occasion,138500
volkswagen,golf7,2020,120000,essence,6,110,1009,Automatique,Occasion,76500
bmw,x3hybriderechargeable30exdrivepackmpro,2024,0,essence | hybride rechargeable,11,292,1995,Automatique,Neuf,392000
nissan,juke,2021,53000,essence,6,117,1000,Automatique,Occasion,87000
nissan,qashqai,2016,147000,diesel,7,0,1596,Manuelle,Occasion,56000
hyundai,tucson,2020,80000,diesel,7,136,1600,Automatique,Occasion,98000
landrover,rangeroversport,2015,300000,diesel,19,0,3500,Automatique,Occasion,189000
audi,a5sportback,2019,255000,essence,8,0,1500,Automatique,Occasion,85000
volkswagen,golf8,2021,100000,essence,6,0,999,Manuelle,Occasion,88500
chery,tiggo7pro,2020,120000,essence,9,152,1500,Automatique,Occasion,63000
bmw,série4coupé,2014,160000,essence,10,0,1999,Automatique,Occasion,107000
suzuki,grandvitara1.5lbvaglx,2024,0,essence | hybride léger,6,105,1462,Automatique,Neuf,132900
bestune,bestunet771.5l160ch,2024,0,essence,9,160,1498,Automatique,Neuf,113777
peugeot,3008,2019,87000,essence,7,0,1200,Automatique,Occasion,82000
bmw,serie5520ibusinessline,2024,0,essence | hybride léger,11,208,1999,Automatique,Neuf,269900
volkswagen,passat,2016,191000,essence,7,150,1395,Manuelle,Occasion,57000
bmw,x6,2008,289000,essence,22,0,3500,Automatique,Occasion,79000
haval,h6,2021,40000,essence,9,143,1599,Automatique,Occasion,90000
bmw,x6,2009,140000,essence,19,0,3500,Automatique,Occasion,68000
peugeot,3008gt,2017,190000,diesel,6,0,1600,Automatique,Occasion,80000
kia,seltos,2021,37000,essence,8,140,1600,Automatique,Occasion,95000
peugeot,expert,2019,139199,diesel,6,120,1500,Manuelle,Occasion,59000
suzuki,dzire,2021,109000,essence,5,85,1197,Manuelle,Occasion,38000
mercedesbenz,classee200avantgarde,2024,0,essence | hybride léger,12,204,1999,Automatique,Neuf,305000
seat,ibiza,2021,100000,essence,4,75,999,Manuelle,Occasion,53500
mercedesbenz,classec,2016,157000,diesel,6,0,1598,Automatique,Occasion,125000
honda,city1.5lcvtlxsportplus2023,2024,0,essence,6,120,1498,Automatique,Neuf,82990
mercedesbenz,classec,2024,0,essence,9,170,1400,Automatique,Occasion,275000
porsche,cayenne,2015,158000,essence,31,420,3600,Automatique,Occasion,220000
peugeot,2008,2014,136000,essence,5,0,1199,Manuelle,Occasion,34000
bmw,série5,2018,135000,essence,10,0,1598,Automatique,Occasion,134000
kia,sportage,2017,155000,diesel,10,136,2000,Automatique,Occasion,92000
hyundai,grandi10,2023,47000,essence,5,83,1198,Manuelle,Occasion,48500
mercedesbenz,glecoupé,2020,54000,diesel,18,272,2925,Automatique,Occasion,420000
jeep,renegade,2020,150000,essence,8,140,1398,Manuelle,Occasion,73000
foday,f22max1.9ltid4luxury,2024,0,diesel,6,138,1855,Manuelle,Neuf,116800
chevrolet,aveo,2012,160000,essence,5,86,1200,Manuelle,Occasion,20000
kia,carens,2014,213000,diesel,8,136,1685,Automatique,Occasion,45000
fiat,tipo5portes,2018,75000,essence,5,0,1300,Manuelle,Occasion,46000
jeep,wranglerunlimited2.0lrubicon,2024,0,essence,18,272,2000,Automatique,Neuf,375000
ford,fusion,2017,90000,essence,9,0,1600,Manuelle,Occasion,55500
haval,h2,2019,40000,essence,9,143,1599,Automatique,Occasion,69000
audi,q5,2014,270000,diesel,10,0,1998,Automatique,Occasion,78000
porsche,panamera,2021,32000,hybride essence,33,571,4999,Automatique,Occasion,535000
